iter	Logloss
288	0.2751082196
289	0.2750272669
290	0.2748607027
291	0.2747583929
292	0.2746374742
293	0.2745301654
294	0.2744290334
295	0.2743611148
296	0.274258203
297	0.2741738478
298	0.274048218
299	0.2739346277
300	0.2738338359
301	0.2737419168
302	0.2736641048
303	0.2736111571
304	0.2734905786
305	0.2734123479
306	0.2733206119
307	0.2732260755
308	0.2731362763
309	0.2730949232
310	0.273024806
311	0.2729077086
312	0.272821783
313	0.2727021991
314	0.2726225027
315	0.2725252181
316	0.2724458096
317	0.2723357526
318	0.272272074
319	0.2721715701
320	0.2721060332
321	0.2720308647
322	0.2719057845
323	0.2717450569
324	0.271643192
325	0.2715411701
326	0.271463332
327	0.2714169013
328	0.271331918
329	0.2712241119
330	0.2711412224
331	0.2710291763
332	0.2708691553
333	0.2707277956
334	0.2706666295
335	0.2705362886
336	0.2704827389
337	0.2704039585
338	0.2703202053
339	0.2702239414
340	0.2701302425
341	0.2700413333
342	0.2698973562
343	0.2697851008
344	0.2697355032
345	0.2696325129
346	0.2695520313
347	0.269430877
348	0.2692886274
349	0.2691949285
350	0.2691073279
351	0.2690106714
352	0.268954138
353	0.2688269116
354	0.2687654315
355	0.268631976
356	0.2685636386
357	0.2684613027
358	0.2683498324
359	0.2682377601
360	0.2681607333
361	0.2681026819
362	0.2679906096
363	0.2679020406
364	0.2678119273
365	0.2677180976
366	0.2676530318
367	0.2675619502
368	0.267438545
369	0.2673710975
370	0.2672796756
371	0.2672050306
372	0.2671099969
373	0.2670415286
374	0.2669493477
375	0.2668767442
376	0.2667717909
377	0.2667212511
378	0.2666646915
379	0.2665853091
380	0.2664973421
381	0.2663963671
382	0.2663166969
383	0.2662473911
384	0.2661232269
385	0.2660500999
386	0.2659360123
387	0.2658474171
388	0.2657435893
389	0.2656689443
390	0.2655599342
391	0.2654820961
392	0.2653950974
393	0.2653411813
394	0.2652782617
395	0.2651899806
396	0.2651476067
397	0.2650561586
398	0.2649987877
399	0.2649356325
400	0.2648559623
401	0.2647788831
402	0.2647567932
403	0.2646691926
404	0.2646072937
405	0.2644804076
406	0.264373727
407	0.2643041594
408	0.2642133657
409	0.2641443478
410	0.2640493141
411	0.2639433663
412	0.263825091
413	0.2637399768
414	0.2636210996
415	0.2635583632
416	0.2635035834
417	0.2634371043
418	0.263310192
419	0.263230862
420	0.263169853
421	0.2630802894
422	0.263016951
423	0.2629116052
424	0.2628642584
425	0.2627582844
426	0.2626938992
427	0.262601823
428	0.2624971315
429	0.26243484
430	0.2623196793
431	0.2622469972
432	0.2621614381
433	0.2621013975
434	0.2620216749
435	0.2619289706
436	0.2618682495
437	0.2617696824
438	0.2616994344
439	0.2616163355
440	0.2615616604
441	0.2614704217
442	0.261383109
443	0.2612521661
444	0.261155876
445	0.2610781949
446	0.2609774555
447	0.2609125991
448	0.2608218316
449	0.2607474482
450	0.2606883499
451	0.2605647615
452	0.2605078094
453	0.2604359125
454	0.2603972289
455	0.2603330007
456	0.2602698194
457	0.2601958025
458	0.2601374893
459	0.2600768205
460	0.2600052639
461	0.2599215368
462	0.2598608419
463	0.2597915885
464	0.2597628507
465	0.259690692
466	0.2595917847
467	0.259504315
468	0.2594251682
469	0.2593751518
470	0.2593283547
471	0.2592367496
472	0.2591909209
473	0.2591182388
474	0.2590746086
475	0.2590083127
476	0.2589141427
477	0.2588703555
478	0.2587928314
479	0.2587096016
480	0.2586671754
481	0.258625639
482	0.2585640804
483	0.2584993287
484	0.2583703488
485	0.2582846849
486	0.2581861179
487	0.2581163671
488	0.2580231917
489	0.2579548805
490	0.2578824863
491	0.2577992042
492	0.257713331
493	0.2576178261
494	0.2575708196
495	0.2575039217
496	0.2574692427
497	0.2573894939
498	0.2572816878
499	0.2572090319
500	0.2571471592
501	0.257045687
502	0.2569125193
503	0.2568243167
504	0.2567617636
505	0.256668117
506	0.2565705183
507	0.2565356299
508	0.2564553838
509	0.2563941131
510	0.2563091298
511	0.2562491939
512	0.2561837355
513	0.2561065779
514	0.2560515886
515	0.2559809742
516	0.255912663
517	0.25587466
518	0.2558161636
519	0.2557532963
520	0.2556802216
521	0.2556445218
522	0.2555735671
523	0.2554406874
524	0.2553302902
525	0.2552870265
526	0.255202331
527	0.2551069832
528	0.2550325214
529	0.2549562536
530	0.2548849063
531	0.2548111773
532	0.2547411649
533	0.2546566788
534	0.2545921103
535	0.2544941714
536	0.2544396009
537	0.2543447504
538	0.2542900491
539	0.2542360283
540	0.2541568815
541	0.2540935955
542	0.2540105489
543	0.2539115107
544	0.2538468637
545	0.2537810389
546	0.2537287455
547	0.2535760791
548	0.2535158553
549	0.2534318927
550	0.2533706482
551	0.2532994056
552	0.2532198924
553	0.2531601659
554	0.253042702
555	0.2529859068
556	0.2529275937
557	0.2528839635
558	0.2527428655
559	0.2527097306
560	0.2526478841
561	0.2525770603
562	0.2524507761
563	0.2524230329
564	0.2523668921
565	0.2522960944
566	0.2522198005
567	0.2521519342
568	0.2520939351
569	0.2519959438
570	0.2519340188
571	0.2518197218
572	0.2517556506
573	0.2516742006
574	0.2516117783
575	0.2515436765
576	0.2514901791
577	0.2514287252
578	0.2513887592
579	0.2513066549
580	0.2512227446
581	0.2511406665
582	0.2510562327
583	0.2509884973
584	0.2509543679
585	0.2508933851
586	0.2508348625
587	0.2507627039
588	0.250710489
589	0.2506578815
590	0.2505925278
591	0.250539266
592	0.2504826279
593	0.2504141597
594	0.2503707127
595	0.2502971669
596	0.2502100635
597	0.2501625074
598	0.2501112347
599	0.2500396257
600	0.24998728
601	0.2499138912
602	0.2498562062
603	0.2497483739
604	0.2496648563
605	0.2496014132
606	0.2495418699
607	0.2495050708
608	0.2494478307
609	0.2493805926
610	0.2493221224
611	0.2492609302
612	0.2491905775
613	0.2491086564
614	0.2490543215
615	0.248951148
616	0.2488829415
617	0.2487815477
618	0.2487118755
619	0.2486592157
620	0.2485769805
621	0.2484966036
622	0.2483997901
623	0.2483368182
624	0.2482563627
625	0.2481335596
626	0.2480990637
627	0.2480520834
628	0.2479497474
629	0.2479378911
630	0.2478437473
631	0.2477748341
632	0.2476802715
633	0.2476205188
634	0.2475475488
635	0.2474503689
636	0.2474090419
637	0.2473405998
638	0.2472762145
639	0.2472390752
640	0.2471834317
641	0.247077955
642	0.2469915321
643	0.2469196352
644	0.2468490993
645	0.2468010983
646	0.24674111
647	0.2466638477
648	0.2465730801
649	0.246533245
650	0.2464757694
651	0.2464129544
652	0.2463513958
653	0.246307059
654	0.2462119467
655	0.2461373278
656	0.2460764759
657	0.2460048407
658	0.2459297246
659	0.245853483
660	0.2457999332
661	0.2457165203
662	0.2456848773
663	0.2456007053
664	0.2455567348
665	0.2454571732
666	0.2453976299
667	0.2453689706
668	0.2453161014
669	0.245217639
670	0.2451528873
671	0.2451163761
672	0.2450999396
673	0.245016893
674	0.2449494193
675	0.2448630488
676	0.2448064631
677	0.2447270807
678	0.2446767503
679	0.2446230959
680	0.2445533451
681	0.2444850339
682	0.2444230304
683	0.244368172
684	0.2443081314
685	0.2442657052
686	0.2441922903
687	0.2441567998
688	0.2441143998
689	0.2440692254
690	0.2440315626
691	0.2439371047
692	0.243876593
693	0.2438182013
694	0.2437486599
695	0.2436930949
696	0.2436363259
697	0.2435782222
698	0.2434836072
699	0.2433947241
700	0.2433071496
701	0.243278438
702	0.2432340488
703	0.2431702393
704	0.2431049118
705	0.2430457873
706	0.2429720321
707	0.2429386355
708	0.2428773386
709	0.2427940303
710	0.2426941023
711	0.242638354
712	0.2425769525
713	0.2425170427
714	0.2424297824
715	0.2423837181
716	0.2423080523
717	0.2422143272
718	0.2421557261
719	0.2420689369
720	0.2419778029
721	0.2419060368
722	0.2418361029
723	0.2417705922
724	0.241701522
725	0.2416436537
726	0.2415831944
727	0.2415308748
728	0.2414272564
729	0.2413225125
730	0.2412451978
731	0.2411774886
732	0.241148646
733	0.2411031838
734	0.2410771156
735	0.241019195
736	0.2409629233
737	0.2409030921
738	0.2408124031
739	0.240752441
740	0.2406844962
741	0.2406475401
742	0.240586217
743	0.2404998727
744	0.2404231862
745	0.2403622295
746	0.2402800205
747	0.240207574
748	0.240187133
749	0.2401185338
750	0.2400895605
751	0.240020909
752	0.2399899465
753	0.2399510274
754	0.2398814599
755	0.2398083852
756	0.2397243703
757	0.239638942
758	0.239614261
759	0.239542207
760	0.2394612281
761	0.239391713
762	0.239341461
763	0.2392603774
764	0.2391750539
765	0.2391164266
766	0.2390894162
767	0.2390422788
768	0.2389792807
769	0.2389031438
770	0.2388552213
771	0.2388061471
772	0.2387364487
773	0.2387127623
774	0.2386572234
775	0.2385610904
776	0.2385376657
777	0.2384986681
778	0.2384681244
779	0.2384108581
780	0.2383599519
781	0.2383039681
782	0.2382677971
783	0.238206919
784	0.2381153139
785	0.2380728092
786	0.2380046027
787	0.2379245398
788	0.2378411792
789	0.2377747524
790	0.2376784886
791	0.2376353033
792	0.2375361081
793	0.2374685036
794	0.2373932827
795	0.2373147641
796	0.2372292049
797	0.2371544813
798	0.2371036536
799	0.2370544748
800	0.2370054006
801	0.2369248667
802	0.2368739866
803	0.2367717553
804	0.2367204565
805	0.2366666189
806	0.2366078607
807	0.2365117016
808	0.2364638837
809	0.2363966979
810	0.2363361077
811	0.2362716439
812	0.23619323
813	0.2361671356
814	0.2361501494
815	0.236083618
816	0.2360066959
817	0.2359156404
818	0.2358518309
819	0.2358119696
820	0.2357479508
821	0.2357254159
822	0.2356630198
823	0.2356088157
824	0.2355065845
825	0.23546018
826	0.2354194288
827	0.2353672662
828	0.2352923333
829	0.2352373441
830	0.2351856003
831	0.2351357933
832	0.2350945972
833	0.2350385087
834	0.2349751965
835	0.2349513792
836	0.2348927519
837	0.2348290995
838	0.2347860713
839	0.2347297996
840	0.2346738943
841	0.2346239041
842	0.234569386
843	0.2345218299
844	0.2344703216
845	0.2343961215
846	0.2343157969
847	0.2342341376
848	0.2341971815
849	0.2341103922
850	0.2340307219
851	0.2339991574
852	0.2339609712
853	0.2338988368
854	0.2338339804
855	0.2337856391
856	0.2337409096
857	0.2336974365
858	0.2336537278
859	0.2335702886
860	0.2335204555
861	0.2334664608
862	0.2333883871
863	0.2332917568
864	0.2332373173
865	0.2331358712
866	0.2330942563
867	0.2330241915
868	0.2329628161
869	0.2328871503
870	0.2328788797
871	0.2328265077
872	0.2327431733
873	0.2327004853
874	0.232643219
875	0.2325872614
876	0.2325368786
877	0.2325074603
878	0.232444279
879	0.232392352
880	0.2323521504
881	0.2323190679
882	0.2322562007
883	0.2321836494
884	0.2321307279
885	0.2320746917
886	0.2320046531
887	0.2319571755
888	0.2318726371
889	0.2318099269
890	0.2317537599
891	0.2316908141
892	0.2316439123
893	0.2315912787
894	0.2315662836
895	0.2315033116
896	0.2314531382
897	0.2314218354
898	0.2313901662
899	0.2313271158
900	0.231290212
901	0.2312575221
902	0.2312211156
903	0.2311802336
904	0.2311242498
905	0.231085985
906	0.2310109212
907	0.2308980376
908	0.2308344637
909	0.2307779564
910	0.2307207687
911	0.2306704906
912	0.2305962904
913	0.2305499121
914	0.2305209911
915	0.2304606626
916	0.2304200684
917	0.2303240401
918	0.2302617225
919	0.23020956
920	0.2301589678
921	0.230121907
922	0.2300801351
923	0.2300446708
924	0.2299874831
925	0.2299399793
926	0.229876353
927	0.2298278023
928	0.2297741741
929	0.2297039261
930	0.2296775962
931	0.2296395146
932	0.2295868286
933	0.2295453184
934	0.2294732122
935	0.2294327751
936	0.2293599883
937	0.2293111235
938	0.2292496172
939	0.2292013806
940	0.2291611267
941	0.2291129425
942	0.2290843093
943	0.2290401557
944	0.2289894326
945	0.2289536281
946	0.2289332395
947	0.2288818883
948	0.228826585
949	0.2287690047
950	0.228705169
951	0.2286693383
952	0.2286160765
953	0.2285391544
954	0.2284537523
955	0.228409651
956	0.2283810179
957	0.2282973955
958	0.2282403648
959	0.228212988
960	0.2281731267
961	0.2281087414
962	0.2280502188
963	0.2279868281
964	0.2279303471
965	0.2279119737
966	0.2278593662
967	0.2277784135
968	0.2277296796
969	0.2276844267
970	0.2276195179
971	0.2275531435
972	0.2274987824
973	0.2274446831
974	0.2273779946
975	0.2273265649
976	0.2272866512
977	0.2272511346
978	0.2272353786
979	0.2272168482
980	0.2271513636
981	0.2271077858
982	0.2270062874
983	0.2269524236
984	0.2269166714
985	0.2268679899
986	0.2268284165
987	0.2267711502
988	0.2267170247
989	0.2266818483
990	0.2266306018
991	0.2265939598
992	0.22650013
993	0.2264817043
994	0.2264134193
995	0.2263479871
996	0.2263150616
997	0.2262515924
998	0.226212019
999	0.2261495705
