prevalans,baseline_pr_auc,model_roc_auc_test,model_pr_auc_test,model_roc_auc_train,genelleme_boslugu
0.09991423670668954,0.09990352663736735,0.7752628927866635,0.29530631860846057,0.9818042329195182,0.20654134013285474
