toplam_yil_bazinda_taban_artisi,kronolojik_brier,ort_tahmin,gercek_taban,auc_tum,auc_takvim_haric
0.040->0.204,0.1408968478931868,0.2073310714650034,0.1604494382022472,0.5479674538444927,0.541918634423791
